0.9062046469327166,
0.5692071330912366,
0.8698300175053488,
0.8041281844666213,
0.7973442829041067,
0.7680093757280536,
0.7829009451605939,
0.7770859115783953,
0.7785579603739319,
0.7934797206553854,
0.7933138936327411,
0.8086905204652989,
0.8087703169273233,
0.8089993755214379,
0.808986283914387,
0.8093531606167411,
0.8124618384107395,
0.7905754322367732,
0.7472163413892137,
0.7473717930906238,
0.7546236082820178,
0.8059810030985252,
0.8087049034213446,
0.8100577918751527,
0.7854202334616489,
0.7871917416361552,
0.8041855827029769,
0.8030685658224629,
0.8086538283421358,
0.8079400240529335,
0.8081161373382607,
0.8079507556083733,
0.8152123227111417,
0.8159324056282155,
0.8279566014116849,
0.8285791206857366,
0.844178750130916,
0.8230551304494037,
0.8293137646759586,
0.8360559868364337,
0.8362275136063655,
0.8398653773125834,
0.826918846641887,
0.8274893557219407,
0.8281738597477434,
0.8193877438334077,
0.8203400469231695,
0.8249425928577891,
0.8182620437441355,
0.819196802299278,
0.8025999397251724,
0.8110054193909677,
0.8084709020776292,
0.8091431160233433,
0.8162511016542804,
0.8096214940320083,
0.8130995866970748,
0.7709121946805684,
0.7799572038037264,
0.7665785165125242,
0.7735876026221687,
0.7940702679094965,
0.7886043438486546,
0.7914082632798768,
0.7913892047498844,
0.7796163767276468,
0.7762753006438577,
0.7785094679927129,
0.7739283406396968,
0.7740900709689784,
0.7686907181752829,
0.7687392550857777,
0.7633962318258214,
0.7631534582147964,
0.7640867027745657,
0.7961398550554265,
0.7761631313984116,
0.7701971881009225,
0.7712505726464853,
0.7765653198163827,
0.7784168916285674,
0.7782593025219244,
0.7726205603421559,
0.753835083868219,
0.7546487673227789,
0.7635176631606096,
0.7954386525512425,
0.6596961429097637,
0.8221522103263746,
0.7347756187610032,
0.714235510708044,
0.7165171017355018,
0.7123666170076184,
0.7443687387385461,
0.718560372079503,
0.6867136575207097,
0.7008292597951938,
0.6811354751558703,
0.6641009343310741,
0.6975894432843084,
