0.9590330052113492,
0.9681094383323683,
0.9720324261725536,
0.9788940359004054,
0.9802258251302838,
0.9834250144759699,
0.985842501447597,
0.9880283729009843,
0.9899102489866821,
0.9914447017950203,
0.9928054429646787,
0.9937319050376375,
0.995005790387956,
0.9963375796178344,
0.9967863346844239,
0.9970179502026636,
0.9973364215402432,
0.997568037058483,
0.9980023161551824,
0.9981181239143022,
0.9986682107701216,
0.9989866821077013,
0.9992182976259409,
0.9996236247828605,
0.9998841922408801,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
